Respondent ID,Collector ID,Start Date,End Date,What is your geographic location?,What is the size of your company/organization?,What is your job function? Please select all that apply.,,,,,,,,,,,,,,,,,,,,What industry does your company/organization belong to?,,Which of the following cloud or data center models does your company/organization use?,,Do you/your organization currently run a service mesh?,,Which service projects/products do you currently use or plan to use in the next 12 months? Select all that apply:,,,,,,,,,,,,,,,,,Which of the following features and capabilities are driving your adoption of service mesh? Select all that apply:,,,,,,How important is multi-cluster communication to you?,,Which of the following service-mesh features do you expect to use in the next 12 months? Select all that apply:,,,,,,What have been the biggest non-technical challenges to adopting a service mesh? Select all that apply:,,,,,,,What have been the biggest technical challenges in adopting a service mesh? Select all that apply:,,,,,,,,,,,,,How many production Kubernetes clusters do you expect to run a service mesh on during the next 12 months?,In what ways can CNCF provide the most value to your organization in helping to educate about and deliver service meshes?,,,,
,,,,Response,Response,Software Architect,Mobile Developer,Back-end Developer,Front-End / Applications Developer,Full-Stack Developer,Security Engineer,Quality Assurance Engineer,SRE / DevOps Engineer,Engineering Manager,DevOps Management,Release Management,Product/Project Management,Machine Learning Specialist,Data Scientist,Database Administrator,Training/Certification,Developer Relations,Sales,Marketing,Other (please specify),Response,Other (please specify),Response,Other (please specify),Response,Other (please specify),None of the above,AWS App Mesh,Consul (in service mesh mode),EaseMesh,Glasnostic,GlooMesh,Grey Matter,Istio,Kuma,Linkerd,Meshery,Open Service Mesh,Service Mesh Interface,Service Mesh Performance,Tetrate Service Bridge,Traefik,Other (please specify),None of the above,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",Other (please specify),Response,Other (please specify),None of the above,Extending the data plane to non-Kubernetes environments,Header-based routing control,"Data plane plugins - for example, WASM",Shadow traffic/dark traffic,Other (please specify),None of the above,"Lack of guidance, blueprints, or best practices",Architectural and technical complexity,Shortage of engineering expertise and experience,Securing management buy-in,Choosing between projects and products,Other (please specify),None of the above,Performance,Reliability and consistency,Scalability,Defining policies,Policy management,Encryption,Authentication and authorization,Service discovery,Load balancing,Integration with tools and services,Monitoring and tracing,Other (please specify),Response,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,A series of hosted talks or webinars,A whitepaper from TAG Network,Other (please specify)
13242356201,412183268,01/06/2022 12:31:33 PM,01/06/2022 12:36:22 PM,Europe,10-49,,,Back-end Developer,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Somewhat important,,,Extending the data plane to non-Kubernetes environments,Header-based routing control,,,,,"Lack of guidance, blueprints, or best practices",,,,Choosing between projects and products,,None of the above,,,,,,,,,,,,,2-10,"Reference architectures, blueprints, and guidance",,,,
13231566140,412183268,12/30/2021 03:37:11 PM,12/30/2021 03:39:28 PM,North America,10-49,,,,,,,,,,,,,,,,,,Sales,Marketing,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,"Not important today, but will be in the future",,None of the above,,,,,,,,,Shortage of engineering expertise and experience,,,,None of the above,,,,,,,,,,,,,2-10,"Reference architectures, blueprints, and guidance",,,,
13220138833,412183268,12/21/2021 04:56:02 PM,12/22/2021 10:37:38 PM,North America,10-49,Software Architect,,,,,,,,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS",,,Somewhat important,,,,Header-based routing control,,,,,,,,,Choosing between projects and products,,,Performance,Reliability and consistency,Scalability,,,,,,,,Monitoring and tracing,,2-10,"Reference architectures, blueprints, and guidance",,,,
13219706820,412183268,12/22/2021 06:24:33 PM,12/22/2021 06:27:31 PM,Europe,"1,000-4,999",,,,,,,,SRE / DevOps Engineer,,DevOps Management,,,,,,,,,,,"Arts, Entertainment",,Hybrid Cloud (i.e. both),,We are evaluating a service mesh,,,,,,,,,,,Linkerd,,,,,,,Cilium,,"Observability - for example, golden metrics",,,,,"Not important today, but will be in the future",,None of the above,,,,,,,"Lack of guidance, blueprints, or best practices",,,,,,,,Reliability and consistency,,,,,,,,,,,11-25,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,,,
13219630434,412183268,12/22/2021 05:47:16 PM,12/22/2021 05:49:40 PM,North America,10-49,Software Architect,,,,,Security Engineer,,,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Somewhat important,,None of the above,,,,,,None of the above,,,,,,,None of the above,,,,,,,,,,,,,2-10,"Reference architectures, blueprints, and guidance",,,,
13218596466,412183268,12/22/2021 08:03:33 AM,12/22/2021 08:05:03 AM,Asia,10-49,,,Back-end Developer,,,,,,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,Service Mesh Interface,,,,,,"Observability - for example, golden metrics",,"Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Somewhat important,,,Extending the data plane to non-Kubernetes environments,Header-based routing control,,Shadow traffic/dark traffic,,,"Lack of guidance, blueprints, or best practices",,,,,,None of the above,,,,,,,,,,,,,2-10,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,A series of hosted talks or webinars,A whitepaper from TAG Network,
13218384700,412183268,12/22/2021 05:09:36 AM,12/22/2021 05:13:05 AM,North America,Less than 10,,,,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Software / Technology,,Hybrid Cloud (i.e. both),,No,,,,,,,,,Istio,,,Meshery,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries",,"Traffic management - for example, blue-green deploys",,Very important,,,Extending the data plane to non-Kubernetes environments,,,,,,"Lack of guidance, blueprints, or best practices",Architectural and technical complexity,,,Choosing between projects and products,,,,Reliability and consistency,,,,,,,,Integration with tools and services,Monitoring and tracing,,26 or more,,Tools and projects that fill technology gaps and solve challenges,,,
13217681322,412183268,12/21/2021 09:08:22 PM,12/21/2021 09:16:16 PM,Asia,100-499,,,,,,,,,Engineering Manager,,,,,,,,,,,,Healthcare,,Hybrid Cloud (i.e. both),,"Yes, in production",,,,,,,,,,,,,,,,,,Fabio,,,,,"Traffic management - for example, blue-green deploys",Load balance,"Not important today, but will be in the future",,,Extending the data plane to non-Kubernetes environments,,,,,,,,,,Choosing between projects and products,,,,,,,,,,,,,Monitoring and tracing,,None,"Reference architectures, blueprints, and guidance",,,,
13217575464,412183268,12/21/2021 08:15:49 PM,12/21/2021 08:18:55 PM,Europe,"More than 5,000",Software Architect,,,,,,,SRE / DevOps Engineer,,,,Product/Project Management,,,,,,,,,Telecommunications,,Only Private Cloud / On Premise,,We are evaluating a service mesh,,,,Consul (in service mesh mode),,,,,Istio,,Linkerd,,,,,,Traefik,,,"Observability - for example, golden metrics",,"Security - for example, mTLS","Traffic management - for example, blue-green deploys",,"Not important today, but will be in the future",,,,Header-based routing control,,,,,"Lack of guidance, blueprints, or best practices",Architectural and technical complexity,Shortage of engineering expertise and experience,,,,,,Reliability and consistency,,Defining policies,,Encryption,,,,,,,11-25,"Reference architectures, blueprints, and guidance",,A series of hosted talks or webinars,,
